,Graph,Labels
616,Graph with 2380 nodes and 6384 edges,True
617,Graph with 3320 nodes and 10798 edges,True
618,Graph with 4890 nodes and 20530 edges,True
619,Graph with 4718 nodes and 20389 edges,True
620,Graph with 4888 nodes and 7981 edges,True
621,Graph with 3312 nodes and 11410 edges,True
622,Graph with 4124 nodes and 10687 edges,True
623,Graph with 4078 nodes and 13695 edges,True
624,Graph with 4132 nodes and 16175 edges,True
625,Graph with 1508 nodes and 3034 edges,True
626,Graph with 4664 nodes and 16773 edges,True
627,Graph with 1760 nodes and 2838 edges,True
628,Graph with 1822 nodes and 3597 edges,True
629,Graph with 3090 nodes and 6784 edges,True
630,Graph with 2404 nodes and 3923 edges,True
631,Graph with 3238 nodes and 8546 edges,True
632,Graph with 2522 nodes and 6404 edges,True
633,Graph with 2486 nodes and 4199 edges,True
634,Graph with 890 nodes and 1391 edges,True
635,Graph with 3640 nodes and 9464 edges,True
636,Graph with 1058 nodes and 1443 edges,True
637,Graph with 3346 nodes and 11693 edges,True
638,Graph with 1910 nodes and 3623 edges,True
639,Graph with 2592 nodes and 5340 edges,True
640,Graph with 2130 nodes and 3724 edges,True
641,Graph with 1924 nodes and 3511 edges,True
642,Graph with 1860 nodes and 3633 edges,True
643,Graph with 1730 nodes and 3382 edges,True
644,Graph with 3962 nodes and 11523 edges,True
645,Graph with 3976 nodes and 14799 edges,True
646,Graph with 3424 nodes and 6748 edges,True
647,Graph with 3564 nodes and 6995 edges,True
648,Graph with 3616 nodes and 11363 edges,True
649,Graph with 512 nodes and 675 edges,True
650,Graph with 1786 nodes and 3977 edges,True
651,Graph with 4274 nodes and 16608 edges,True
652,Graph with 3290 nodes and 10451 edges,True
653,Graph with 1274 nodes and 2441 edges,True
654,Graph with 4392 nodes and 13941 edges,True
655,Graph with 4442 nodes and 13642 edges,True
656,Graph with 3820 nodes and 10249 edges,True
657,Graph with 1290 nodes and 2208 edges,True
658,Graph with 3546 nodes and 11084 edges,True
659,Graph with 4168 nodes and 13092 edges,True
660,Graph with 4768 nodes and 21793 edges,True
661,Graph with 4286 nodes and 10829 edges,True
662,Graph with 3346 nodes and 9078 edges,True
663,Graph with 2838 nodes and 6708 edges,True
664,Graph with 756 nodes and 1117 edges,True
665,Graph with 1078 nodes and 1780 edges,True
666,Graph with 3872 nodes and 12462 edges,True
667,Graph with 2240 nodes and 5991 edges,True
668,Graph with 2996 nodes and 9810 edges,True
669,Graph with 1830 nodes and 3428 edges,True
670,Graph with 4274 nodes and 13419 edges,True
671,Graph with 2966 nodes and 8219 edges,True
672,Graph with 4592 nodes and 18626 edges,True
673,Graph with 3358 nodes and 7315 edges,True
674,Graph with 3678 nodes and 12336 edges,True
675,Graph with 3184 nodes and 9162 edges,True
676,Graph with 1444 nodes and 2668 edges,True
677,Graph with 642 nodes and 920 edges,True
678,Graph with 4282 nodes and 10585 edges,True
679,Graph with 3062 nodes and 5138 edges,True
680,Graph with 3284 nodes and 5367 edges,False
681,Graph with 1750 nodes and 3037 edges,False
682,Graph with 420 nodes and 528 edges,False
683,Graph with 110 nodes and 115 edges,False
684,Graph with 2234 nodes and 3800 edges,False
685,Graph with 4326 nodes and 4416 edges,False
686,Graph with 492 nodes and 521 edges,False
687,Graph with 2628 nodes and 2789 edges,False
688,Graph with 1218 nodes and 2286 edges,False
689,Graph with 774 nodes and 1013 edges,False
690,Graph with 3536 nodes and 4001 edges,False
691,Graph with 604 nodes and 781 edges,False
692,Graph with 268 nodes and 305 edges,False
693,Graph with 848 nodes and 1126 edges,False
694,Graph with 1544 nodes and 2780 edges,False
695,Graph with 1296 nodes and 1925 edges,False
696,Graph with 2136 nodes and 2530 edges,False
697,Graph with 264 nodes and 264 edges,False
698,Graph with 2778 nodes and 3567 edges,False
699,Graph with 1856 nodes and 2501 edges,False
700,Graph with 2666 nodes and 3517 edges,False
701,Graph with 2382 nodes and 3977 edges,False
702,Graph with 2872 nodes and 3277 edges,False
703,Graph with 2130 nodes and 2813 edges,False
704,Graph with 696 nodes and 928 edges,False
705,Graph with 1386 nodes and 1433 edges,False
706,Graph with 150 nodes and 149 edges,False
707,Graph with 86 nodes and 86 edges,False
708,Graph with 1794 nodes and 2184 edges,False
709,Graph with 1762 nodes and 2110 edges,False
710,Graph with 320 nodes and 385 edges,False
711,Graph with 4564 nodes and 7748 edges,False
712,Graph with 346 nodes and 372 edges,False
713,Graph with 912 nodes and 993 edges,False
714,Graph with 372 nodes and 465 edges,False
715,Graph with 224 nodes and 245 edges,False
716,Graph with 1672 nodes and 2184 edges,False
717,Graph with 208 nodes and 237 edges,False
718,Graph with 4186 nodes and 7292 edges,False
719,Graph with 526 nodes and 531 edges,False
720,Graph with 2830 nodes and 4031 edges,False
721,Graph with 4532 nodes and 7617 edges,False
722,Graph with 2820 nodes and 4080 edges,False
723,Graph with 1046 nodes and 1133 edges,False
724,Graph with 4198 nodes and 6510 edges,False
725,Graph with 1512 nodes and 1520 edges,False
726,Graph with 3556 nodes and 4431 edges,False
727,Graph with 666 nodes and 920 edges,False
728,Graph with 1074 nodes and 1104 edges,False
729,Graph with 1638 nodes and 2421 edges,False
730,Graph with 2958 nodes and 3705 edges,False
731,Graph with 2446 nodes and 5819 edges,False
732,Graph with 2928 nodes and 3664 edges,False
733,Graph with 3484 nodes and 5468 edges,False
734,Graph with 3766 nodes and 6327 edges,False
735,Graph with 126 nodes and 131 edges,False
736,Graph with 348 nodes and 385 edges,False
737,Graph with 1994 nodes and 2777 edges,False
738,Graph with 2572 nodes and 2579 edges,False
739,Graph with 1854 nodes and 2729 edges,False
740,Graph with 2844 nodes and 4744 edges,False
741,Graph with 694 nodes and 753 edges,False
742,Graph with 4798 nodes and 6866 edges,False
743,Graph with 270 nodes and 269 edges,False
744,Graph with 1100 nodes and 1380 edges,False
745,Graph with 98 nodes and 101 edges,False
746,Graph with 1142 nodes and 1512 edges,False
747,Graph with 744 nodes and 962 edges,False
748,Graph with 716 nodes and 761 edges,False
749,Graph with 784 nodes and 1163 edges,False
750,Graph with 756 nodes and 1156 edges,True
751,Graph with 4094 nodes and 12068 edges,True
752,Graph with 4822 nodes and 14392 edges,True
753,Graph with 3326 nodes and 6876 edges,True
754,Graph with 1600 nodes and 2498 edges,True
755,Graph with 942 nodes and 1499 edges,True
756,Graph with 4796 nodes and 21433 edges,True
757,Graph with 5000 nodes and 23286 edges,True
758,Graph with 3084 nodes and 6567 edges,True
759,Graph with 3940 nodes and 7776 edges,True
760,Graph with 1566 nodes and 2799 edges,True
761,Graph with 4482 nodes and 17386 edges,True
762,Graph with 4004 nodes and 10565 edges,True
763,Graph with 2722 nodes and 8225 edges,True
764,Graph with 3692 nodes and 12532 edges,True
765,Graph with 1344 nodes and 2629 edges,True
766,Graph with 2526 nodes and 5270 edges,True
767,Graph with 4566 nodes and 18558 edges,True
768,Graph with 4498 nodes and 18509 edges,True
769,Graph with 4878 nodes and 17896 edges,True
770,Graph with 2054 nodes and 4205 edges,True
771,Graph with 3168 nodes and 7876 edges,True
772,Graph with 848 nodes and 1290 edges,True
773,Graph with 2260 nodes and 5472 edges,True
774,Graph with 2672 nodes and 6414 edges,True
775,Graph with 1630 nodes and 3549 edges,True
776,Graph with 4736 nodes and 18424 edges,True
777,Graph with 3096 nodes and 5269 edges,True
778,Graph with 4268 nodes and 11138 edges,True
779,Graph with 2986 nodes and 4764 edges,True
780,Graph with 1888 nodes and 3878 edges,True
781,Graph with 3028 nodes and 8121 edges,True
782,Graph with 3882 nodes and 13839 edges,True
783,Graph with 4050 nodes and 6433 edges,True
784,Graph with 888 nodes and 1323 edges,True
785,Graph with 1712 nodes and 3022 edges,True
786,Graph with 4620 nodes and 8632 edges,True
787,Graph with 3576 nodes and 9260 edges,True
788,Graph with 4574 nodes and 8507 edges,True
789,Graph with 4610 nodes and 16992 edges,True
790,Graph with 3348 nodes and 9891 edges,True
791,Graph with 2700 nodes and 7538 edges,True
792,Graph with 4688 nodes and 17294 edges,True
793,Graph with 1954 nodes and 4482 edges,True
794,Graph with 2734 nodes and 5349 edges,True
795,Graph with 3494 nodes and 8639 edges,True
796,Graph with 4524 nodes and 15235 edges,True
797,Graph with 2478 nodes and 6894 edges,True
798,Graph with 602 nodes and 856 edges,True
799,Graph with 3656 nodes and 11896 edges,True
800,Graph with 1316 nodes and 2301 edges,True
801,Graph with 3658 nodes and 13567 edges,True
802,Graph with 4286 nodes and 10685 edges,True
803,Graph with 4112 nodes and 16845 edges,True
804,Graph with 4218 nodes and 7980 edges,True
805,Graph with 1010 nodes and 1734 edges,True
806,Graph with 3180 nodes and 10055 edges,True
807,Graph with 4772 nodes and 14012 edges,True
808,Graph with 4042 nodes and 14660 edges,True
809,Graph with 4650 nodes and 13370 edges,True
810,Graph with 4768 nodes and 18286 edges,True
811,Graph with 514 nodes and 698 edges,True
812,Graph with 2754 nodes and 5707 edges,True
813,Graph with 3794 nodes and 10627 edges,True
814,Graph with 4108 nodes and 8126 edges,True
815,Graph with 2450 nodes and 4204 edges,True
816,Graph with 3206 nodes and 8995 edges,True
817,Graph with 3390 nodes and 8000 edges,True
818,Graph with 2350 nodes and 5745 edges,True
819,Graph with 1226 nodes and 2282 edges,True
820,Graph with 3020 nodes and 7275 edges,True
821,Graph with 3424 nodes and 7378 edges,True
822,Graph with 1002 nodes and 1635 edges,True
823,Graph with 2592 nodes and 4097 edges,False
824,Graph with 2120 nodes and 3219 edges,False
825,Graph with 3466 nodes and 3927 edges,False
826,Graph with 946 nodes and 1024 edges,False
827,Graph with 1740 nodes and 1987 edges,False
828,Graph with 720 nodes and 1064 edges,False
829,Graph with 296 nodes and 331 edges,False
830,Graph with 2336 nodes and 2468 edges,False
831,Graph with 2154 nodes and 2365 edges,False
832,Graph with 4016 nodes and 7117 edges,False
833,Graph with 220 nodes and 250 edges,False
834,Graph with 2138 nodes and 2216 edges,False
835,Graph with 1984 nodes and 2400 edges,False
836,Graph with 1332 nodes and 1705 edges,False
837,Graph with 208 nodes and 209 edges,False
838,Graph with 128 nodes and 127 edges,False
839,Graph with 22 nodes and 21 edges,False
840,Graph with 260 nodes and 263 edges,False
841,Graph with 296 nodes and 330 edges,False
842,Graph with 754 nodes and 928 edges,False
843,Graph with 92 nodes and 91 edges,False
844,Graph with 3550 nodes and 4007 edges,False
845,Graph with 122 nodes and 132 edges,False
846,Graph with 840 nodes and 1108 edges,False
847,Graph with 2036 nodes and 2240 edges,False
848,Graph with 2172 nodes and 3925 edges,False
849,Graph with 4778 nodes and 5637 edges,False
850,Graph with 4038 nodes and 5550 edges,False
851,Graph with 350 nodes and 419 edges,False
852,Graph with 700 nodes and 914 edges,False
853,Graph with 908 nodes and 1463 edges,False
854,Graph with 4034 nodes and 4715 edges,False
855,Graph with 2306 nodes and 2858 edges,False
856,Graph with 3042 nodes and 4474 edges,False
857,Graph with 1174 nodes and 1385 edges,False
858,Graph with 380 nodes and 435 edges,False
859,Graph with 388 nodes and 470 edges,False
860,Graph with 1126 nodes and 1720 edges,False
861,Graph with 578 nodes and 810 edges,False
862,Graph with 714 nodes and 866 edges,False
863,Graph with 1390 nodes and 2444 edges,False
864,Graph with 4548 nodes and 8835 edges,False
865,Graph with 1286 nodes and 1383 edges,False
866,Graph with 176 nodes and 176 edges,False
867,Graph with 986 nodes and 1081 edges,False
868,Graph with 296 nodes and 314 edges,False
869,Graph with 216 nodes and 237 edges,False
870,Graph with 958 nodes and 970 edges,False
871,Graph with 2418 nodes and 3315 edges,False
872,Graph with 1180 nodes and 1209 edges,False
873,Graph with 664 nodes and 806 edges,False
874,Graph with 466 nodes and 603 edges,False
875,Graph with 4774 nodes and 8180 edges,False
876,Graph with 2486 nodes and 2848 edges,False
877,Graph with 2074 nodes and 2698 edges,False
878,Graph with 2410 nodes and 4620 edges,False
879,Graph with 4832 nodes and 6540 edges,False
880,Graph with 870 nodes and 1243 edges,False
881,Graph with 3102 nodes and 4844 edges,False
882,Graph with 632 nodes and 732 edges,False
883,Graph with 2406 nodes and 2953 edges,False
884,Graph with 1324 nodes and 1607 edges,False
885,Graph with 250 nodes and 273 edges,False
886,Graph with 1054 nodes and 1359 edges,False
887,Graph with 4020 nodes and 9723 edges,False
888,Graph with 132 nodes and 136 edges,False
889,Graph with 4980 nodes and 6016 edges,False
890,Graph with 3288 nodes and 4718 edges,False
891,Graph with 426 nodes and 555 edges,False
892,Graph with 88 nodes and 89 edges,False
893,Graph with 2362 nodes and 2653 edges,False
894,Graph with 10 nodes and 9 edges,False
895,Graph with 4970 nodes and 8111 edges,False
896,Graph with 266 nodes and 272 edges,False
897,Graph with 546 nodes and 557 edges,False
898,Graph with 3412 nodes and 4058 edges,False
899,Graph with 2172 nodes and 2183 edges,False
900,Graph with 3616 nodes and 12233 edges,True
901,Graph with 2284 nodes and 6121 edges,True
902,Graph with 4248 nodes and 9611 edges,True
903,Graph with 3594 nodes and 9031 edges,True
904,Graph with 2402 nodes and 5480 edges,True
905,Graph with 4198 nodes and 16101 edges,True
906,Graph with 962 nodes and 1497 edges,True
907,Graph with 2416 nodes and 3633 edges,True
908,Graph with 1998 nodes and 4345 edges,True
909,Graph with 1498 nodes and 2672 edges,True
910,Graph with 4568 nodes and 8630 edges,True
911,Graph with 2220 nodes and 4979 edges,True
912,Graph with 4232 nodes and 14723 edges,True
913,Graph with 3002 nodes and 7578 edges,True
914,Graph with 4546 nodes and 14074 edges,True
915,Graph with 3182 nodes and 6947 edges,True
916,Graph with 1778 nodes and 4082 edges,True
917,Graph with 3514 nodes and 9841 edges,True
918,Graph with 1642 nodes and 3149 edges,True
919,Graph with 1626 nodes and 2813 edges,True
920,Graph with 4100 nodes and 16136 edges,True
921,Graph with 4898 nodes and 12822 edges,True
922,Graph with 3758 nodes and 13342 edges,True
923,Graph with 3036 nodes and 9113 edges,True
924,Graph with 4542 nodes and 16768 edges,True
925,Graph with 2956 nodes and 6038 edges,True
926,Graph with 3252 nodes and 5159 edges,True
927,Graph with 556 nodes and 747 edges,True
928,Graph with 4794 nodes and 17591 edges,True
929,Graph with 1568 nodes and 2746 edges,True
930,Graph with 1912 nodes and 3580 edges,True
931,Graph with 2444 nodes and 6874 edges,True
932,Graph with 2626 nodes and 5975 edges,True
933,Graph with 2876 nodes and 7542 edges,True
934,Graph with 1774 nodes and 3802 edges,True
935,Graph with 4072 nodes and 13593 edges,True
936,Graph with 3086 nodes and 7210 edges,True
937,Graph with 2094 nodes and 4379 edges,True
938,Graph with 2016 nodes and 3323 edges,True
939,Graph with 1198 nodes and 2082 edges,True
940,Graph with 2266 nodes and 5644 edges,True
941,Graph with 1324 nodes and 2620 edges,True
942,Graph with 3962 nodes and 8912 edges,True
943,Graph with 2688 nodes and 5928 edges,True
944,Graph with 2322 nodes and 4329 edges,True
945,Graph with 654 nodes and 876 edges,True
946,Graph with 844 nodes and 1258 edges,True
947,Graph with 4206 nodes and 15022 edges,True
948,Graph with 4310 nodes and 17638 edges,True
949,Graph with 1386 nodes and 2194 edges,True
950,Graph with 1878 nodes and 4332 edges,True
951,Graph with 1330 nodes and 2320 edges,True
952,Graph with 2570 nodes and 7145 edges,True
953,Graph with 2546 nodes and 4947 edges,True
954,Graph with 1446 nodes and 2465 edges,True
955,Graph with 4038 nodes and 15630 edges,True
956,Graph with 4854 nodes and 14220 edges,True
957,Graph with 4370 nodes and 12972 edges,True
958,Graph with 2500 nodes and 6165 edges,True
959,Graph with 4006 nodes and 15743 edges,True
960,Graph with 2554 nodes and 5897 edges,True
961,Graph with 10 nodes and 9 edges,True
962,Graph with 2214 nodes and 4697 edges,True
963,Graph with 1158 nodes and 1675 edges,True
964,Graph with 3096 nodes and 5195 edges,True
965,Graph with 3290 nodes and 10492 edges,True
966,Graph with 1752 nodes and 3907 edges,True
967,Graph with 4502 nodes and 9457 edges,True
968,Graph with 2946 nodes and 6947 edges,True
969,Graph with 2326 nodes and 6081 edges,True
970,Graph with 4994 nodes and 15825 edges,True
971,Graph with 4632 nodes and 14002 edges,True
972,Graph with 2828 nodes and 7709 edges,True
973,Graph with 4890 nodes and 20386 edges,True
974,Graph with 4138 nodes and 9488 edges,True
975,Graph with 2856 nodes and 8632 edges,True
976,Graph with 3238 nodes and 9672 edges,True
977,Graph with 2846 nodes and 5454 edges,True
978,Graph with 1956 nodes and 3786 edges,True
979,Graph with 2760 nodes and 5627 edges,True
980,Graph with 1284 nodes and 2221 edges,True
981,Graph with 1998 nodes and 3028 edges,True
982,Graph with 3392 nodes and 6347 edges,True
983,Graph with 3758 nodes and 8854 edges,True
984,Graph with 4122 nodes and 15975 edges,True
985,Graph with 2976 nodes and 4382 edges,True
986,Graph with 3730 nodes and 14020 edges,True
987,Graph with 356 nodes and 394 edges,False
988,Graph with 228 nodes and 239 edges,False
989,Graph with 474 nodes and 621 edges,False
990,Graph with 2648 nodes and 3866 edges,False
991,Graph with 844 nodes and 1140 edges,False
992,Graph with 2384 nodes and 2652 edges,False
993,Graph with 268 nodes and 309 edges,False
994,Graph with 872 nodes and 1051 edges,False
995,Graph with 1876 nodes and 2669 edges,False
996,Graph with 1316 nodes and 1776 edges,False
997,Graph with 3684 nodes and 7101 edges,False
998,Graph with 3340 nodes and 3607 edges,False
999,Graph with 3558 nodes and 3681 edges,False
1000,Graph with 4472 nodes and 7181 edges,False
1001,Graph with 2560 nodes and 4024 edges,False
1002,Graph with 1730 nodes and 2832 edges,False
1003,Graph with 282 nodes and 293 edges,False
1004,Graph with 4198 nodes and 6772 edges,False
1005,Graph with 220 nodes and 241 edges,False
1006,Graph with 3632 nodes and 7405 edges,False
1007,Graph with 400 nodes and 421 edges,False
1008,Graph with 1828 nodes and 2147 edges,False
1009,Graph with 2782 nodes and 3444 edges,False
1010,Graph with 290 nodes and 340 edges,False
1011,Graph with 750 nodes and 968 edges,False
1012,Graph with 1166 nodes and 1482 edges,False
1013,Graph with 3290 nodes and 4615 edges,False
1014,Graph with 4946 nodes and 5941 edges,False
1015,Graph with 48 nodes and 50 edges,False
1016,Graph with 3606 nodes and 5358 edges,False
1017,Graph with 1248 nodes and 1670 edges,False
1018,Graph with 1432 nodes and 1858 edges,False
1019,Graph with 1620 nodes and 1752 edges,False
1020,Graph with 1774 nodes and 2161 edges,False
1021,Graph with 1010 nodes and 1061 edges,False
1022,Graph with 3804 nodes and 6210 edges,False
1023,Graph with 986 nodes and 1197 edges,False
1024,Graph with 454 nodes and 471 edges,False
1025,Graph with 512 nodes and 511 edges,False
1026,Graph with 942 nodes and 1077 edges,False
1027,Graph with 478 nodes and 505 edges,False
1028,Graph with 1996 nodes and 3112 edges,False
1029,Graph with 2900 nodes and 4399 edges,False
1030,Graph with 3504 nodes and 6244 edges,False
1031,Graph with 2986 nodes and 4455 edges,False
1032,Graph with 860 nodes and 1398 edges,False
1033,Graph with 240 nodes and 243 edges,False
1034,Graph with 2704 nodes and 3321 edges,False
1035,Graph with 2058 nodes and 2998 edges,False
1036,Graph with 2172 nodes and 2761 edges,False
1037,Graph with 158 nodes and 169 edges,False
1038,Graph with 636 nodes and 836 edges,False
1039,Graph with 602 nodes and 692 edges,False
1040,Graph with 278 nodes and 304 edges,False
1041,Graph with 4360 nodes and 6687 edges,False
1042,Graph with 2208 nodes and 3697 edges,False
1043,Graph with 380 nodes and 422 edges,False
1044,Graph with 1526 nodes and 2375 edges,False
1045,Graph with 2134 nodes and 2354 edges,False
1046,Graph with 566 nodes and 728 edges,False
1047,Graph with 2398 nodes and 3343 edges,False
1048,Graph with 584 nodes and 734 edges,False
1049,Graph with 728 nodes and 826 edges,False
1050,Graph with 4434 nodes and 16598 edges,True
1051,Graph with 2366 nodes and 6396 edges,True
1052,Graph with 3934 nodes and 7888 edges,True
1053,Graph with 4670 nodes and 18156 edges,True
1054,Graph with 4586 nodes and 8499 edges,True
1055,Graph with 4896 nodes and 20498 edges,True
1056,Graph with 1832 nodes and 3150 edges,True
1057,Graph with 2376 nodes and 4691 edges,True
1058,Graph with 4950 nodes and 18017 edges,True
1059,Graph with 4750 nodes and 13284 edges,True
1060,Graph with 3726 nodes and 8946 edges,True
1061,Graph with 2850 nodes and 6557 edges,True
1062,Graph with 3600 nodes and 10649 edges,True
1063,Graph with 3804 nodes and 9801 edges,True
1064,Graph with 4324 nodes and 8285 edges,True
1065,Graph with 4906 nodes and 10996 edges,True
1066,Graph with 3558 nodes and 12046 edges,True
1067,Graph with 2032 nodes and 3345 edges,True
1068,Graph with 3140 nodes and 8100 edges,True
1069,Graph with 4062 nodes and 16066 edges,True
1070,Graph with 2158 nodes and 5356 edges,True
1071,Graph with 770 nodes and 1165 edges,True
1072,Graph with 4770 nodes and 12811 edges,True
1073,Graph with 3348 nodes and 9925 edges,True
1074,Graph with 4690 nodes and 17721 edges,True
1075,Graph with 1026 nodes and 1472 edges,True
1076,Graph with 2544 nodes and 5636 edges,True
1077,Graph with 3018 nodes and 9849 edges,True
1078,Graph with 1368 nodes and 2740 edges,True
1079,Graph with 1780 nodes and 3393 edges,True
1080,Graph with 2358 nodes and 4528 edges,True
1081,Graph with 4278 nodes and 13092 edges,True
1082,Graph with 1806 nodes and 4009 edges,True
1083,Graph with 2734 nodes and 7771 edges,True
1084,Graph with 3588 nodes and 10690 edges,True
1085,Graph with 3760 nodes and 12589 edges,True
1086,Graph with 4318 nodes and 13972 edges,True
1087,Graph with 1922 nodes and 4177 edges,True
1088,Graph with 3094 nodes and 8076 edges,True
1089,Graph with 2728 nodes and 5529 edges,True
1090,Graph with 2884 nodes and 7120 edges,True
1091,Graph with 2484 nodes and 5307 edges,True
1092,Graph with 2250 nodes and 4555 edges,True
1093,Graph with 4342 nodes and 8534 edges,True
1094,Graph with 1494 nodes and 2236 edges,True
1095,Graph with 4906 nodes and 13450 edges,True
1096,Graph with 3600 nodes and 6788 edges,True
1097,Graph with 3536 nodes and 11041 edges,True
1098,Graph with 1938 nodes and 4269 edges,True
1099,Graph with 4890 nodes and 13012 edges,True
1100,Graph with 1560 nodes and 3049 edges,True
1101,Graph with 2598 nodes and 7117 edges,True
1102,Graph with 846 nodes and 1224 edges,True
1103,Graph with 2462 nodes and 6123 edges,True
1104,Graph with 1934 nodes and 4669 edges,True
1105,Graph with 3740 nodes and 9935 edges,True
1106,Graph with 3672 nodes and 9112 edges,True
1107,Graph with 3444 nodes and 7019 edges,True
1108,Graph with 3958 nodes and 10137 edges,True
1109,Graph with 1370 nodes and 2443 edges,True
1110,Graph with 3092 nodes and 10201 edges,True
1111,Graph with 4578 nodes and 17415 edges,True
1112,Graph with 2442 nodes and 4825 edges,True
1113,Graph with 2616 nodes and 6876 edges,True
1114,Graph with 3796 nodes and 11215 edges,True
1115,Graph with 2088 nodes and 5157 edges,True
1116,Graph with 1060 nodes and 1706 edges,True
1117,Graph with 3906 nodes and 15075 edges,True
1118,Graph with 1496 nodes and 2739 edges,True
1119,Graph with 4502 nodes and 11538 edges,True
1120,Graph with 4818 nodes and 12656 edges,True
1121,Graph with 3776 nodes and 11195 edges,True
1122,Graph with 466 nodes and 605 edges,True
1123,Graph with 4314 nodes and 15698 edges,True
1124,Graph with 4328 nodes and 15373 edges,True
1125,Graph with 4442 nodes and 14754 edges,True
1126,Graph with 3978 nodes and 12242 edges,True
1127,Graph with 830 nodes and 862 edges,False
1128,Graph with 746 nodes and 1030 edges,False
1129,Graph with 966 nodes and 1116 edges,False
1130,Graph with 2688 nodes and 3531 edges,False
1131,Graph with 2884 nodes and 3039 edges,False
1132,Graph with 1408 nodes and 1569 edges,False
1133,Graph with 4860 nodes and 5156 edges,False
1134,Graph with 1162 nodes and 1363 edges,False
1135,Graph with 1040 nodes and 1374 edges,False
1136,Graph with 684 nodes and 756 edges,False
1137,Graph with 3772 nodes and 5883 edges,False
1138,Graph with 3350 nodes and 5809 edges,False
1139,Graph with 52 nodes and 52 edges,False
1140,Graph with 3946 nodes and 5151 edges,False
1141,Graph with 1490 nodes and 1918 edges,False
1142,Graph with 56 nodes and 58 edges,False
1143,Graph with 134 nodes and 140 edges,False
1144,Graph with 274 nodes and 273 edges,False
1145,Graph with 78 nodes and 81 edges,False
1146,Graph with 132 nodes and 132 edges,False
1147,Graph with 1162 nodes and 1566 edges,False
1148,Graph with 1924 nodes and 2138 edges,False
1149,Graph with 462 nodes and 572 edges,False
1150,Graph with 250 nodes and 274 edges,False
1151,Graph with 576 nodes and 683 edges,False
1152,Graph with 950 nodes and 1297 edges,False
1153,Graph with 560 nodes and 734 edges,False
1154,Graph with 4082 nodes and 6067 edges,False
1155,Graph with 704 nodes and 860 edges,False
1156,Graph with 1150 nodes and 1149 edges,False
1157,Graph with 2490 nodes and 3847 edges,False
1158,Graph with 3772 nodes and 4681 edges,False
1159,Graph with 3148 nodes and 4914 edges,False
1160,Graph with 130 nodes and 131 edges,False
1161,Graph with 2072 nodes and 2450 edges,False
1162,Graph with 4012 nodes and 6990 edges,False
1163,Graph with 2398 nodes and 4850 edges,False
1164,Graph with 3932 nodes and 5496 edges,False
1165,Graph with 316 nodes and 348 edges,False
1166,Graph with 180 nodes and 183 edges,False
1167,Graph with 4564 nodes and 6545 edges,False
1168,Graph with 950 nodes and 1122 edges,False
1169,Graph with 2546 nodes and 3052 edges,False
1170,Graph with 2990 nodes and 3526 edges,False
1171,Graph with 1680 nodes and 2269 edges,False
1172,Graph with 1216 nodes and 1690 edges,False
1173,Graph with 3944 nodes and 6841 edges,False
1174,Graph with 1226 nodes and 1650 edges,False
1175,Graph with 1942 nodes and 3243 edges,False
1176,Graph with 1348 nodes and 1426 edges,False
1177,Graph with 3292 nodes and 3948 edges,False
1178,Graph with 4444 nodes and 5308 edges,False
1179,Graph with 56 nodes and 57 edges,False
1180,Graph with 2560 nodes and 2766 edges,False
1181,Graph with 2520 nodes and 3025 edges,False
1182,Graph with 556 nodes and 772 edges,False
1183,Graph with 2808 nodes and 3866 edges,False
1184,Graph with 4608 nodes and 7355 edges,False
1185,Graph with 1206 nodes and 1860 edges,False
1186,Graph with 3624 nodes and 5777 edges,False
1187,Graph with 1152 nodes and 1194 edges,False
1188,Graph with 862 nodes and 897 edges,False
1189,Graph with 144 nodes and 161 edges,False
1190,Graph with 2344 nodes and 5332 edges,False
1191,Graph with 2910 nodes and 3319 edges,False
1192,Graph with 3116 nodes and 3730 edges,False
1193,Graph with 1554 nodes and 1929 edges,False
1194,Graph with 1474 nodes and 2202 edges,False
1195,Graph with 204 nodes and 203 edges,False
1196,Graph with 1026 nodes and 1743 edges,False
1197,Graph with 4248 nodes and 5479 edges,False
1198,Graph with 3864 nodes and 4441 edges,False
1199,Graph with 990 nodes and 1398 edges,False
1200,Graph with 2546 nodes and 5893 edges,True
1201,Graph with 4498 nodes and 15435 edges,True
1202,Graph with 3376 nodes and 9793 edges,True
1203,Graph with 1352 nodes and 2045 edges,True
1204,Graph with 2540 nodes and 5632 edges,True
1205,Graph with 1356 nodes and 2159 edges,True
1206,Graph with 4108 nodes and 10476 edges,True
1207,Graph with 2086 nodes and 3378 edges,True
1208,Graph with 3830 nodes and 11814 edges,True
1209,Graph with 2650 nodes and 6934 edges,True
1210,Graph with 908 nodes and 1388 edges,True
1211,Graph with 4458 nodes and 11718 edges,True
1212,Graph with 2150 nodes and 4686 edges,True
1213,Graph with 1224 nodes and 1989 edges,True
1214,Graph with 3462 nodes and 6169 edges,True
1215,Graph with 2348 nodes and 5538 edges,True
1216,Graph with 4626 nodes and 14555 edges,True
1217,Graph with 3168 nodes and 9156 edges,True
1218,Graph with 2558 nodes and 6608 edges,True
1219,Graph with 3020 nodes and 7288 edges,True
1220,Graph with 3340 nodes and 11333 edges,True
1221,Graph with 4392 nodes and 10109 edges,True
1222,Graph with 3930 nodes and 6812 edges,True
1223,Graph with 1880 nodes and 4441 edges,True
