,Graph,Labels
618,Graph with 1542 nodes and 2623 edges,True
619,Graph with 2072 nodes and 3524 edges,True
620,Graph with 3174 nodes and 8120 edges,True
621,Graph with 2714 nodes and 5039 edges,True
622,Graph with 3212 nodes and 7967 edges,True
623,Graph with 3802 nodes and 9722 edges,True
624,Graph with 2240 nodes and 3204 edges,True
625,Graph with 3290 nodes and 4880 edges,True
626,Graph with 3360 nodes and 8307 edges,True
627,Graph with 3882 nodes and 7442 edges,True
628,Graph with 4524 nodes and 11754 edges,True
629,Graph with 3890 nodes and 9673 edges,True
630,Graph with 684 nodes and 853 edges,True
631,Graph with 4758 nodes and 14049 edges,True
632,Graph with 4704 nodes and 8210 edges,True
633,Graph with 1874 nodes and 3248 edges,True
634,Graph with 1190 nodes and 1842 edges,True
635,Graph with 900 nodes and 1298 edges,True
636,Graph with 3690 nodes and 5461 edges,True
637,Graph with 1784 nodes and 2672 edges,True
638,Graph with 1254 nodes and 1936 edges,True
639,Graph with 420 nodes and 498 edges,True
640,Graph with 4428 nodes and 7117 edges,True
641,Graph with 1242 nodes and 1767 edges,True
642,Graph with 494 nodes and 602 edges,True
643,Graph with 3164 nodes and 7345 edges,True
644,Graph with 4522 nodes and 11963 edges,True
645,Graph with 3780 nodes and 9900 edges,True
646,Graph with 2754 nodes and 5300 edges,True
647,Graph with 2544 nodes and 3679 edges,True
648,Graph with 4134 nodes and 7397 edges,True
649,Graph with 4664 nodes and 8362 edges,True
650,Graph with 3676 nodes and 7414 edges,True
651,Graph with 2804 nodes and 6494 edges,True
652,Graph with 3166 nodes and 7538 edges,True
653,Graph with 2300 nodes and 4106 edges,True
654,Graph with 724 nodes and 872 edges,True
655,Graph with 2294 nodes and 4621 edges,True
656,Graph with 2778 nodes and 4859 edges,True
657,Graph with 4166 nodes and 12435 edges,True
658,Graph with 4392 nodes and 6782 edges,True
659,Graph with 1102 nodes and 1480 edges,True
660,Graph with 744 nodes and 917 edges,True
661,Graph with 2702 nodes and 2728 edges,False
662,Graph with 2132 nodes and 2300 edges,False
663,Graph with 2120 nodes and 2469 edges,False
664,Graph with 458 nodes and 498 edges,False
665,Graph with 2486 nodes and 2589 edges,False
666,Graph with 3348 nodes and 3591 edges,False
667,Graph with 1692 nodes and 2183 edges,False
668,Graph with 714 nodes and 924 edges,False
669,Graph with 4210 nodes and 4853 edges,False
670,Graph with 154 nodes and 159 edges,False
671,Graph with 1590 nodes and 1938 edges,False
672,Graph with 214 nodes and 224 edges,False
673,Graph with 660 nodes and 738 edges,False
674,Graph with 2040 nodes and 2405 edges,False
675,Graph with 1304 nodes and 1390 edges,False
676,Graph with 228 nodes and 232 edges,False
677,Graph with 580 nodes and 621 edges,False
678,Graph with 2896 nodes and 4001 edges,False
679,Graph with 566 nodes and 612 edges,False
680,Graph with 3528 nodes and 3906 edges,False
681,Graph with 674 nodes and 776 edges,False
682,Graph with 2302 nodes and 3068 edges,False
683,Graph with 3104 nodes and 3334 edges,False
684,Graph with 3252 nodes and 3915 edges,False
685,Graph with 3870 nodes and 4799 edges,False
686,Graph with 318 nodes and 353 edges,False
687,Graph with 566 nodes and 582 edges,False
688,Graph with 1168 nodes and 1273 edges,False
689,Graph with 1370 nodes and 1574 edges,False
690,Graph with 1202 nodes and 1271 edges,False
691,Graph with 3974 nodes and 4143 edges,False
692,Graph with 1910 nodes and 2568 edges,False
693,Graph with 2660 nodes and 2923 edges,False
694,Graph with 1342 nodes and 1503 edges,False
695,Graph with 4964 nodes and 5273 edges,False
696,Graph with 484 nodes and 540 edges,False
697,Graph with 150 nodes and 152 edges,False
698,Graph with 624 nodes and 645 edges,False
699,Graph with 952 nodes and 1139 edges,False
700,Graph with 2722 nodes and 5203 edges,True
701,Graph with 4880 nodes and 10566 edges,True
702,Graph with 2080 nodes and 3987 edges,True
703,Graph with 1776 nodes and 3215 edges,True
704,Graph with 1706 nodes and 3165 edges,True
705,Graph with 1660 nodes and 2604 edges,True
706,Graph with 2418 nodes and 4968 edges,True
707,Graph with 2152 nodes and 3915 edges,True
708,Graph with 4948 nodes and 15256 edges,True
709,Graph with 4380 nodes and 7568 edges,True
710,Graph with 3966 nodes and 10852 edges,True
711,Graph with 2868 nodes and 5558 edges,True
712,Graph with 2540 nodes and 3881 edges,True
713,Graph with 4428 nodes and 12922 edges,True
714,Graph with 2568 nodes and 4329 edges,True
715,Graph with 3358 nodes and 7895 edges,True
716,Graph with 4900 nodes and 12271 edges,True
717,Graph with 4940 nodes and 7236 edges,True
718,Graph with 4122 nodes and 6536 edges,True
719,Graph with 3064 nodes and 4452 edges,True
720,Graph with 3236 nodes and 7477 edges,True
721,Graph with 2638 nodes and 5397 edges,True
722,Graph with 4012 nodes and 9935 edges,True
723,Graph with 3496 nodes and 5515 edges,True
724,Graph with 1808 nodes and 2908 edges,True
725,Graph with 1098 nodes and 1409 edges,True
726,Graph with 1782 nodes and 2966 edges,True
727,Graph with 3332 nodes and 7821 edges,True
728,Graph with 4510 nodes and 10986 edges,True
729,Graph with 2824 nodes and 4369 edges,True
730,Graph with 2698 nodes and 4385 edges,True
731,Graph with 2970 nodes and 5205 edges,True
732,Graph with 4076 nodes and 11070 edges,True
733,Graph with 1122 nodes and 1561 edges,True
734,Graph with 2096 nodes and 4226 edges,True
735,Graph with 3342 nodes and 8207 edges,True
736,Graph with 4624 nodes and 12931 edges,True
737,Graph with 4720 nodes and 9035 edges,True
738,Graph with 1866 nodes and 2562 edges,True
739,Graph with 1160 nodes and 1536 edges,True
740,Graph with 1944 nodes and 3461 edges,True
741,Graph with 1582 nodes and 2342 edges,True
742,Graph with 3746 nodes and 9426 edges,True
743,Graph with 2786 nodes and 6407 edges,True
744,Graph with 1320 nodes and 1678 edges,True
745,Graph with 2982 nodes and 5309 edges,True
746,Graph with 2570 nodes and 5314 edges,True
747,Graph with 4894 nodes and 14267 edges,True
748,Graph with 4776 nodes and 11917 edges,True
749,Graph with 1710 nodes and 2611 edges,True
750,Graph with 1160 nodes and 1869 edges,True
751,Graph with 4916 nodes and 16740 edges,True
752,Graph with 3728 nodes and 8858 edges,True
753,Graph with 4566 nodes and 10178 edges,True
754,Graph with 520 nodes and 669 edges,True
755,Graph with 1818 nodes and 2663 edges,True
756,Graph with 4540 nodes and 14374 edges,True
757,Graph with 4862 nodes and 9163 edges,True
758,Graph with 672 nodes and 784 edges,False
759,Graph with 1134 nodes and 1436 edges,False
760,Graph with 1102 nodes and 1254 edges,False
761,Graph with 2902 nodes and 4091 edges,False
762,Graph with 3586 nodes and 4951 edges,False
763,Graph with 4672 nodes and 5443 edges,False
764,Graph with 568 nodes and 686 edges,False
765,Graph with 2314 nodes and 2622 edges,False
766,Graph with 2550 nodes and 3071 edges,False
767,Graph with 1930 nodes and 2326 edges,False
768,Graph with 296 nodes and 312 edges,False
769,Graph with 816 nodes and 823 edges,False
770,Graph with 584 nodes and 661 edges,False
771,Graph with 3612 nodes and 4275 edges,False
772,Graph with 2904 nodes and 3081 edges,False
773,Graph with 2880 nodes and 3891 edges,False
774,Graph with 1338 nodes and 1496 edges,False
775,Graph with 3224 nodes and 3445 edges,False
776,Graph with 1612 nodes and 1851 edges,False
777,Graph with 4804 nodes and 6648 edges,False
778,Graph with 764 nodes and 800 edges,False
779,Graph with 1932 nodes and 2123 edges,False
780,Graph with 1320 nodes and 1413 edges,False
781,Graph with 154 nodes and 153 edges,False
782,Graph with 1848 nodes and 2187 edges,False
783,Graph with 3094 nodes and 3447 edges,False
784,Graph with 236 nodes and 249 edges,False
785,Graph with 264 nodes and 268 edges,False
786,Graph with 522 nodes and 523 edges,False
787,Graph with 926 nodes and 1172 edges,False
788,Graph with 4366 nodes and 4923 edges,False
789,Graph with 636 nodes and 754 edges,False
790,Graph with 2106 nodes and 2537 edges,False
791,Graph with 4696 nodes and 6073 edges,False
792,Graph with 138 nodes and 145 edges,False
793,Graph with 980 nodes and 1211 edges,False
794,Graph with 968 nodes and 1077 edges,False
795,Graph with 1468 nodes and 1755 edges,False
796,Graph with 548 nodes and 569 edges,False
797,Graph with 232 nodes and 254 edges,False
798,Graph with 3164 nodes and 3272 edges,False
799,Graph with 1802 nodes and 2182 edges,False
800,Graph with 2078 nodes and 3514 edges,True
801,Graph with 4734 nodes and 9167 edges,True
802,Graph with 4120 nodes and 7373 edges,True
803,Graph with 918 nodes and 1218 edges,True
804,Graph with 784 nodes and 1058 edges,True
805,Graph with 4544 nodes and 13816 edges,True
806,Graph with 2118 nodes and 4339 edges,True
807,Graph with 3938 nodes and 6293 edges,True
808,Graph with 2248 nodes and 4483 edges,True
809,Graph with 4316 nodes and 12728 edges,True
810,Graph with 3396 nodes and 8964 edges,True
811,Graph with 4174 nodes and 12582 edges,True
812,Graph with 1836 nodes and 2846 edges,True
813,Graph with 1688 nodes and 3054 edges,True
814,Graph with 2368 nodes and 4899 edges,True
815,Graph with 4146 nodes and 9856 edges,True
816,Graph with 4054 nodes and 7844 edges,True
817,Graph with 2460 nodes and 4848 edges,True
818,Graph with 1932 nodes and 2737 edges,True
819,Graph with 2290 nodes and 4365 edges,True
820,Graph with 1070 nodes and 1359 edges,True
821,Graph with 4694 nodes and 11045 edges,True
822,Graph with 2724 nodes and 5870 edges,True
823,Graph with 4060 nodes and 6638 edges,True
824,Graph with 4134 nodes and 12426 edges,True
825,Graph with 1446 nodes and 2201 edges,True
826,Graph with 4630 nodes and 7772 edges,True
827,Graph with 2104 nodes and 3037 edges,True
828,Graph with 1308 nodes and 2110 edges,True
829,Graph with 4712 nodes and 13394 edges,True
830,Graph with 4488 nodes and 14077 edges,True
831,Graph with 1230 nodes and 1800 edges,True
832,Graph with 4390 nodes and 13775 edges,True
833,Graph with 3732 nodes and 5909 edges,True
834,Graph with 1784 nodes and 2953 edges,True
835,Graph with 1590 nodes and 2521 edges,True
836,Graph with 640 nodes and 821 edges,True
837,Graph with 3696 nodes and 6245 edges,True
838,Graph with 1428 nodes and 2003 edges,True
839,Graph with 900 nodes and 1149 edges,True
840,Graph with 2876 nodes and 5630 edges,True
841,Graph with 2104 nodes and 3514 edges,True
842,Graph with 3152 nodes and 6771 edges,True
843,Graph with 4586 nodes and 13392 edges,True
844,Graph with 4506 nodes and 8894 edges,True
845,Graph with 1784 nodes and 3076 edges,True
846,Graph with 4514 nodes and 13343 edges,True
847,Graph with 3880 nodes and 6110 edges,True
848,Graph with 3300 nodes and 7365 edges,True
849,Graph with 3352 nodes and 8517 edges,True
850,Graph with 1788 nodes and 2476 edges,True
851,Graph with 4062 nodes and 5889 edges,True
852,Graph with 2066 nodes and 4053 edges,True
853,Graph with 1332 nodes and 2143 edges,True
854,Graph with 4114 nodes and 8027 edges,True
855,Graph with 4852 nodes and 16118 edges,True
856,Graph with 1702 nodes and 3077 edges,True
857,Graph with 796 nodes and 1090 edges,True
858,Graph with 3736 nodes and 9089 edges,True
859,Graph with 1274 nodes and 1947 edges,True
860,Graph with 1022 nodes and 1531 edges,True
861,Graph with 578 nodes and 669 edges,False
862,Graph with 4290 nodes and 5878 edges,False
863,Graph with 232 nodes and 237 edges,False
864,Graph with 1264 nodes and 1586 edges,False
865,Graph with 2220 nodes and 2487 edges,False
866,Graph with 576 nodes and 700 edges,False
867,Graph with 2260 nodes and 2637 edges,False
868,Graph with 2832 nodes and 2896 edges,False
869,Graph with 992 nodes and 1048 edges,False
870,Graph with 1474 nodes and 1653 edges,False
871,Graph with 554 nodes and 566 edges,False
872,Graph with 412 nodes and 464 edges,False
873,Graph with 2916 nodes and 3649 edges,False
874,Graph with 1426 nodes and 1891 edges,False
875,Graph with 1904 nodes and 2309 edges,False
876,Graph with 4164 nodes and 5938 edges,False
877,Graph with 1606 nodes and 2078 edges,False
878,Graph with 960 nodes and 1062 edges,False
879,Graph with 1736 nodes and 2226 edges,False
880,Graph with 1280 nodes and 1319 edges,False
881,Graph with 390 nodes and 414 edges,False
882,Graph with 2960 nodes and 3686 edges,False
883,Graph with 4500 nodes and 5691 edges,False
884,Graph with 404 nodes and 427 edges,False
885,Graph with 2270 nodes and 2701 edges,False
886,Graph with 1298 nodes and 1348 edges,False
887,Graph with 798 nodes and 878 edges,False
888,Graph with 4392 nodes and 5028 edges,False
889,Graph with 1340 nodes and 1815 edges,False
890,Graph with 308 nodes and 319 edges,False
891,Graph with 202 nodes and 209 edges,False
892,Graph with 1020 nodes and 1114 edges,False
893,Graph with 3790 nodes and 3874 edges,False
894,Graph with 2018 nodes and 2672 edges,False
895,Graph with 1326 nodes and 1631 edges,False
896,Graph with 4580 nodes and 6298 edges,False
897,Graph with 1734 nodes and 2334 edges,False
898,Graph with 2850 nodes and 3222 edges,False
899,Graph with 1032 nodes and 1062 edges,False
900,Graph with 4638 nodes and 8143 edges,True
901,Graph with 3482 nodes and 9414 edges,True
902,Graph with 4222 nodes and 9975 edges,True
903,Graph with 3470 nodes and 6545 edges,True
904,Graph with 4294 nodes and 12726 edges,True
905,Graph with 1904 nodes and 3413 edges,True
906,Graph with 4440 nodes and 14312 edges,True
907,Graph with 3370 nodes and 8951 edges,True
908,Graph with 4156 nodes and 12415 edges,True
909,Graph with 1278 nodes and 1873 edges,True
910,Graph with 4542 nodes and 9071 edges,True
911,Graph with 1630 nodes and 2334 edges,True
912,Graph with 4362 nodes and 8215 edges,True
913,Graph with 3670 nodes and 9177 edges,True
914,Graph with 4510 nodes and 13915 edges,True
915,Graph with 2216 nodes and 4402 edges,True
916,Graph with 2142 nodes and 3349 edges,True
917,Graph with 4454 nodes and 11360 edges,True
918,Graph with 2906 nodes and 4592 edges,True
919,Graph with 1514 nodes and 2539 edges,True
920,Graph with 3260 nodes and 6232 edges,True
921,Graph with 1686 nodes and 2698 edges,True
922,Graph with 3254 nodes and 5078 edges,True
923,Graph with 1216 nodes and 1653 edges,True
924,Graph with 4236 nodes and 9515 edges,True
925,Graph with 4404 nodes and 10265 edges,True
926,Graph with 3664 nodes and 8442 edges,True
927,Graph with 1942 nodes and 3073 edges,True
928,Graph with 3436 nodes and 8661 edges,True
929,Graph with 3518 nodes and 8452 edges,True
930,Graph with 1980 nodes and 3940 edges,True
931,Graph with 4046 nodes and 6143 edges,True
932,Graph with 4018 nodes and 10871 edges,True
933,Graph with 4758 nodes and 15112 edges,True
934,Graph with 3488 nodes and 9019 edges,True
935,Graph with 1726 nodes and 3103 edges,True
936,Graph with 1124 nodes and 1745 edges,True
937,Graph with 4368 nodes and 13090 edges,True
938,Graph with 3404 nodes and 8962 edges,True
939,Graph with 1770 nodes and 2993 edges,True
940,Graph with 3580 nodes and 6101 edges,True
941,Graph with 686 nodes and 902 edges,True
942,Graph with 3426 nodes and 7386 edges,True
943,Graph with 1206 nodes and 1711 edges,True
944,Graph with 4640 nodes and 14194 edges,True
945,Graph with 896 nodes and 1252 edges,True
946,Graph with 4998 nodes and 11215 edges,True
947,Graph with 3664 nodes and 8263 edges,True
948,Graph with 3962 nodes and 6969 edges,True
949,Graph with 1556 nodes and 2054 edges,True
950,Graph with 4402 nodes and 11167 edges,True
951,Graph with 1510 nodes and 2534 edges,True
952,Graph with 2552 nodes and 5188 edges,True
953,Graph with 1908 nodes and 3497 edges,True
954,Graph with 2456 nodes and 4548 edges,True
955,Graph with 1856 nodes and 3166 edges,True
956,Graph with 4568 nodes and 13888 edges,True
957,Graph with 4066 nodes and 7702 edges,True
958,Graph with 100 nodes and 103 edges,True
959,Graph with 4144 nodes and 7517 edges,True
960,Graph with 358 nodes and 383 edges,False
961,Graph with 1498 nodes and 1864 edges,False
962,Graph with 2146 nodes and 2840 edges,False
963,Graph with 3478 nodes and 4564 edges,False
964,Graph with 1900 nodes and 2637 edges,False
965,Graph with 720 nodes and 805 edges,False
966,Graph with 886 nodes and 1063 edges,False
967,Graph with 1106 nodes and 1345 edges,False
968,Graph with 184 nodes and 189 edges,False
969,Graph with 982 nodes and 1006 edges,False
970,Graph with 4118 nodes and 5106 edges,False
971,Graph with 1006 nodes and 1142 edges,False
972,Graph with 3652 nodes and 4649 edges,False
973,Graph with 4100 nodes and 6225 edges,False
974,Graph with 1104 nodes and 1515 edges,False
975,Graph with 136 nodes and 138 edges,False
976,Graph with 3650 nodes and 4793 edges,False
977,Graph with 844 nodes and 890 edges,False
978,Graph with 1842 nodes and 1897 edges,False
979,Graph with 1704 nodes and 1826 edges,False
980,Graph with 2346 nodes and 3255 edges,False
981,Graph with 486 nodes and 509 edges,False
982,Graph with 1324 nodes and 1593 edges,False
983,Graph with 1714 nodes and 2312 edges,False
984,Graph with 1432 nodes and 1900 edges,False
985,Graph with 1348 nodes and 1714 edges,False
986,Graph with 1328 nodes and 1482 edges,False
987,Graph with 770 nodes and 772 edges,False
988,Graph with 316 nodes and 358 edges,False
989,Graph with 1540 nodes and 1776 edges,False
990,Graph with 4842 nodes and 6361 edges,False
991,Graph with 510 nodes and 520 edges,False
992,Graph with 1048 nodes and 1306 edges,False
993,Graph with 1148 nodes and 1546 edges,False
994,Graph with 370 nodes and 372 edges,False
995,Graph with 106 nodes and 105 edges,False
996,Graph with 4730 nodes and 5108 edges,False
997,Graph with 2592 nodes and 2773 edges,False
998,Graph with 3514 nodes and 4870 edges,False
999,Graph with 412 nodes and 445 edges,False
1000,Graph with 1344 nodes and 2166 edges,True
1001,Graph with 3512 nodes and 7646 edges,True
1002,Graph with 1888 nodes and 3358 edges,True
1003,Graph with 4946 nodes and 9146 edges,True
1004,Graph with 2518 nodes and 3794 edges,True
1005,Graph with 4782 nodes and 11630 edges,True
1006,Graph with 3586 nodes and 9200 edges,True
1007,Graph with 2290 nodes and 4684 edges,True
1008,Graph with 1794 nodes and 2539 edges,True
1009,Graph with 4582 nodes and 9806 edges,True
1010,Graph with 2866 nodes and 5235 edges,True
1011,Graph with 3736 nodes and 10518 edges,True
1012,Graph with 3222 nodes and 7692 edges,True
1013,Graph with 2872 nodes and 4524 edges,True
1014,Graph with 2874 nodes and 5794 edges,True
1015,Graph with 3854 nodes and 9380 edges,True
1016,Graph with 2978 nodes and 5209 edges,True
1017,Graph with 1172 nodes and 1639 edges,True
1018,Graph with 1452 nodes and 2084 edges,True
1019,Graph with 976 nodes and 1340 edges,True
1020,Graph with 808 nodes and 982 edges,True
1021,Graph with 414 nodes and 510 edges,True
1022,Graph with 2834 nodes and 5204 edges,True
1023,Graph with 3174 nodes and 5714 edges,True
1024,Graph with 4002 nodes and 11992 edges,True
1025,Graph with 1282 nodes and 1903 edges,True
1026,Graph with 4904 nodes and 10600 edges,True
1027,Graph with 4778 nodes and 11847 edges,True
1028,Graph with 2960 nodes and 5715 edges,True
1029,Graph with 4422 nodes and 10255 edges,True
1030,Graph with 1736 nodes and 2943 edges,True
1031,Graph with 1654 nodes and 2893 edges,True
1032,Graph with 2148 nodes and 4281 edges,True
1033,Graph with 2458 nodes and 4591 edges,True
1034,Graph with 1674 nodes and 2559 edges,True
1035,Graph with 4646 nodes and 6909 edges,True
1036,Graph with 3822 nodes and 7820 edges,True
1037,Graph with 1724 nodes and 2655 edges,True
1038,Graph with 3196 nodes and 4606 edges,True
1039,Graph with 2870 nodes and 6364 edges,True
1040,Graph with 3148 nodes and 6506 edges,True
1041,Graph with 3954 nodes and 9847 edges,True
1042,Graph with 1530 nodes and 2268 edges,True
1043,Graph with 3058 nodes and 5847 edges,True
1044,Graph with 2256 nodes and 4154 edges,True
1045,Graph with 2064 nodes and 3786 edges,True
1046,Graph with 4408 nodes and 8520 edges,True
1047,Graph with 3726 nodes and 8289 edges,True
1048,Graph with 3000 nodes and 5244 edges,True
1049,Graph with 3400 nodes and 7203 edges,True
1050,Graph with 4536 nodes and 8070 edges,True
1051,Graph with 4678 nodes and 12462 edges,True
1052,Graph with 2434 nodes and 4500 edges,True
1053,Graph with 2694 nodes and 3840 edges,True
1054,Graph with 3914 nodes and 8279 edges,True
1055,Graph with 2164 nodes and 3706 edges,True
1056,Graph with 4420 nodes and 7330 edges,True
1057,Graph with 4778 nodes and 12002 edges,True
1058,Graph with 4334 nodes and 12226 edges,True
1059,Graph with 2430 nodes and 3784 edges,True
1060,Graph with 1698 nodes and 1724 edges,False
1061,Graph with 1052 nodes and 1177 edges,False
1062,Graph with 3474 nodes and 4163 edges,False
1063,Graph with 3702 nodes and 4403 edges,False
1064,Graph with 516 nodes and 528 edges,False
1065,Graph with 1692 nodes and 2143 edges,False
1066,Graph with 874 nodes and 1010 edges,False
1067,Graph with 948 nodes and 1018 edges,False
1068,Graph with 4580 nodes and 4879 edges,False
1069,Graph with 4958 nodes and 5472 edges,False
1070,Graph with 4864 nodes and 5053 edges,False
1071,Graph with 888 nodes and 952 edges,False
1072,Graph with 1590 nodes and 1785 edges,False
1073,Graph with 4196 nodes and 6139 edges,False
1074,Graph with 1890 nodes and 2589 edges,False
1075,Graph with 3388 nodes and 3746 edges,False
1076,Graph with 1530 nodes and 1971 edges,False
1077,Graph with 472 nodes and 532 edges,False
1078,Graph with 256 nodes and 263 edges,False
1079,Graph with 372 nodes and 374 edges,False
1080,Graph with 3048 nodes and 4144 edges,False
1081,Graph with 224 nodes and 228 edges,False
1082,Graph with 3374 nodes and 3426 edges,False
1083,Graph with 1380 nodes and 1393 edges,False
1084,Graph with 4692 nodes and 6458 edges,False
1085,Graph with 664 nodes and 725 edges,False
1086,Graph with 2780 nodes and 3043 edges,False
1087,Graph with 204 nodes and 212 edges,False
1088,Graph with 176 nodes and 184 edges,False
1089,Graph with 3270 nodes and 3521 edges,False
1090,Graph with 146 nodes and 150 edges,False
1091,Graph with 2748 nodes and 3787 edges,False
1092,Graph with 2262 nodes and 2759 edges,False
1093,Graph with 616 nodes and 735 edges,False
1094,Graph with 156 nodes and 156 edges,False
1095,Graph with 520 nodes and 562 edges,False
1096,Graph with 708 nodes and 757 edges,False
1097,Graph with 3962 nodes and 4603 edges,False
1098,Graph with 140 nodes and 144 edges,False
1099,Graph with 640 nodes and 723 edges,False
1100,Graph with 4048 nodes and 11523 edges,True
1101,Graph with 4210 nodes and 7078 edges,True
1102,Graph with 2466 nodes and 3875 edges,True
1103,Graph with 4954 nodes and 8270 edges,True
1104,Graph with 3200 nodes and 7949 edges,True
1105,Graph with 1834 nodes and 2699 edges,True
1106,Graph with 3412 nodes and 7554 edges,True
1107,Graph with 3526 nodes and 6821 edges,True
1108,Graph with 1088 nodes and 1597 edges,True
1109,Graph with 2710 nodes and 6085 edges,True
1110,Graph with 3446 nodes and 7205 edges,True
1111,Graph with 2900 nodes and 6143 edges,True
1112,Graph with 536 nodes and 651 edges,True
1113,Graph with 3786 nodes and 6931 edges,True
1114,Graph with 3538 nodes and 8820 edges,True
1115,Graph with 4238 nodes and 8294 edges,True
1116,Graph with 3666 nodes and 8855 edges,True
1117,Graph with 3740 nodes and 5697 edges,True
1118,Graph with 2504 nodes and 5111 edges,True
1119,Graph with 794 nodes and 1087 edges,True
1120,Graph with 1000 nodes and 1475 edges,True
1121,Graph with 4522 nodes and 11239 edges,True
1122,Graph with 1456 nodes and 2031 edges,True
1123,Graph with 1552 nodes and 2493 edges,True
1124,Graph with 3964 nodes and 6153 edges,True
1125,Graph with 1012 nodes and 1399 edges,True
1126,Graph with 4478 nodes and 7080 edges,True
1127,Graph with 1824 nodes and 3168 edges,True
1128,Graph with 1562 nodes and 2396 edges,True
1129,Graph with 3162 nodes and 5987 edges,True
1130,Graph with 2386 nodes and 4122 edges,True
1131,Graph with 4016 nodes and 9691 edges,True
1132,Graph with 1880 nodes and 2774 edges,True
1133,Graph with 1584 nodes and 2787 edges,True
1134,Graph with 3564 nodes and 7178 edges,True
1135,Graph with 4990 nodes and 13312 edges,True
1136,Graph with 1452 nodes and 1975 edges,True
1137,Graph with 1856 nodes and 2548 edges,True
1138,Graph with 4382 nodes and 6847 edges,True
1139,Graph with 3618 nodes and 6198 edges,True
1140,Graph with 4166 nodes and 12587 edges,True
1141,Graph with 1116 nodes and 1638 edges,True
1142,Graph with 3778 nodes and 10239 edges,True
1143,Graph with 1944 nodes and 3035 edges,True
1144,Graph with 4222 nodes and 10892 edges,True
1145,Graph with 1390 nodes and 1919 edges,True
1146,Graph with 3892 nodes and 9661 edges,True
1147,Graph with 2128 nodes and 3264 edges,True
1148,Graph with 1950 nodes and 3874 edges,True
1149,Graph with 932 nodes and 1232 edges,True
1150,Graph with 902 nodes and 1287 edges,True
1151,Graph with 4948 nodes and 8206 edges,True
1152,Graph with 4018 nodes and 11474 edges,True
1153,Graph with 4276 nodes and 7857 edges,True
1154,Graph with 2546 nodes and 4906 edges,True
1155,Graph with 4442 nodes and 13250 edges,True
1156,Graph with 1912 nodes and 3810 edges,True
1157,Graph with 3512 nodes and 8564 edges,True
1158,Graph with 2620 nodes and 5603 edges,True
1159,Graph with 3612 nodes and 8601 edges,True
1160,Graph with 1958 nodes and 3533 edges,True
1161,Graph with 4190 nodes and 9455 edges,True
1162,Graph with 262 nodes and 292 edges,False
1163,Graph with 1292 nodes and 1583 edges,False
1164,Graph with 1454 nodes and 1597 edges,False
1165,Graph with 1092 nodes and 1248 edges,False
1166,Graph with 1736 nodes and 1848 edges,False
1167,Graph with 4720 nodes and 6182 edges,False
1168,Graph with 1070 nodes and 1125 edges,False
1169,Graph with 2414 nodes and 2999 edges,False
1170,Graph with 2234 nodes and 2453 edges,False
1171,Graph with 712 nodes and 849 edges,False
1172,Graph with 1270 nodes and 1273 edges,False
1173,Graph with 3156 nodes and 3458 edges,False
1174,Graph with 620 nodes and 673 edges,False
1175,Graph with 756 nodes and 893 edges,False
1176,Graph with 4704 nodes and 5542 edges,False
1177,Graph with 4680 nodes and 5572 edges,False
1178,Graph with 3548 nodes and 4681 edges,False
1179,Graph with 1190 nodes and 1295 edges,False
1180,Graph with 1530 nodes and 1644 edges,False
1181,Graph with 438 nodes and 507 edges,False
1182,Graph with 1852 nodes and 2184 edges,False
1183,Graph with 666 nodes and 792 edges,False
1184,Graph with 1780 nodes and 1804 edges,False
1185,Graph with 1514 nodes and 1572 edges,False
1186,Graph with 948 nodes and 1053 edges,False
1187,Graph with 192 nodes and 196 edges,False
1188,Graph with 1650 nodes and 2186 edges,False
1189,Graph with 2084 nodes and 2520 edges,False
1190,Graph with 2044 nodes and 2416 edges,False
1191,Graph with 650 nodes and 763 edges,False
1192,Graph with 1650 nodes and 1788 edges,False
1193,Graph with 4920 nodes and 7173 edges,False
1194,Graph with 874 nodes and 1087 edges,False
1195,Graph with 3604 nodes and 3787 edges,False
1196,Graph with 250 nodes and 275 edges,False
1197,Graph with 1906 nodes and 2599 edges,False
1198,Graph with 4036 nodes and 4164 edges,False
1199,Graph with 146 nodes and 152 edges,False
1200,Graph with 4256 nodes and 12798 edges,True
1201,Graph with 1862 nodes and 3530 edges,True
1202,Graph with 1690 nodes and 2672 edges,True
1203,Graph with 3486 nodes and 5041 edges,True
1204,Graph with 4050 nodes and 11632 edges,True
1205,Graph with 2620 nodes and 3918 edges,True
1206,Graph with 4494 nodes and 8430 edges,True
1207,Graph with 2266 nodes and 4174 edges,True
1208,Graph with 2502 nodes and 4692 edges,True
1209,Graph with 1996 nodes and 3921 edges,True
1210,Graph with 4144 nodes and 10034 edges,True
1211,Graph with 4552 nodes and 11875 edges,True
1212,Graph with 662 nodes and 849 edges,True
1213,Graph with 4290 nodes and 9634 edges,True
1214,Graph with 708 nodes and 903 edges,True
1215,Graph with 1566 nodes and 2705 edges,True
1216,Graph with 1430 nodes and 2103 edges,True
1217,Graph with 910 nodes and 1280 edges,True
1218,Graph with 4210 nodes and 10511 edges,True
1219,Graph with 1474 nodes and 2297 edges,True
1220,Graph with 4060 nodes and 11189 edges,True
1221,Graph with 4954 nodes and 8865 edges,True
1222,Graph with 4184 nodes and 11326 edges,True
1223,Graph with 882 nodes and 1174 edges,True
1224,Graph with 1732 nodes and 3110 edges,True
